,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Long E,Lat (N),Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs,Year,Month,Date2,OPE,Rain,S_fuel,S_hour,S_hr/pp,S_peeps,flights,Temp,Hum,Luna,Elev
399,DR,3,2015-02-02,3,8,1000,5.0,20:37:00,21:01:00,20:44:00,281632.0,8563497.0,1030.0,19L,Craugastoridae,Pristimantis,danae,0.1,hoja,atento,,9.8,,,3Bd027,,"Luna llena, la balanza no funciono",2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,21.0,100.0,0.97,820.75
400,RI,4,2015-07-21,8,51,150,5.0,20:39:00,21:03:00,20:54:00,,,,,Craugastoridae,Pristimantis,danae,1.6,hoja,alerta,1.75,27.2,,,4Bd112,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.5,103.818,0.23,1005.5
401,RI,4,2015-07-21,8,51,150,5.0,20:39:00,21:03:00,20:42:00,,,,,Craugastoridae,Pristimantis,aff pharangobates,0.0,hojarasca,saltando,1.05,15.6,,,4Bd113,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.5,103.818,0.23,1005.5
402,LC,2,2014-10-06,11,41,250,,20:43:00,21:13:00,20:53:00,,,,,Bufonidae,Rhinella,tacana,50.0,sobre hoja,alerta,2.06,31.1,,,2Bd143,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,106.799,0.93,956.0
403,LC,2,2014-10-06,11,41,250,4.0,20:43:00,21:13:00,20:47:00,8562852.0,282065.0,955.0,19L,Craugastoridae,Pristimantis,danae,140.0,sobre hoja,alerta,1.74,29.3,,,2Bd141,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,106.799,0.93,956.0
404,LC,2,2014-10-06,11,41,250,,20:43:00,21:13:00,20:49:00,,,,,Bufonidae,Rhinella,tacana,40.0,sobre hoja,cantando,1.37,25.2,,,2Bd142,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,106.799,0.93,956.0
405,LC,2,2014-10-06,11,41,250,,20:43:00,21:13:00,21:00:00,8562865.0,282086.0,965.0,19L,Craugastoridae,Noblella,sp,10.0,sobre hoja,alerta,0.2,11.5,,,2Bd144,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,106.799,0.93,956.0
406,AB,5,2016-07-08,1,38,250,4.0,20:49:00,21:19:00,20:50:00,282042.0,8562682.0,976.0,19L,Hylidae,Hypsiboas,sp nov,0.0,,cantando,,,,,,,Registro auditivo y gps aproximado,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,974.25
407,AB,5,2016-07-08,1,38,250,4.0,20:49:00,21:19:00,20:50:00,282042.0,8562682.0,976.0,19L,Hylidae,Hypsiboas,sp nov,0.0,,cantando,,,,,,,Registro auditivo y gps aproximado,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,974.25
408,AB,5,2016-07-08,1,38,250,4.0,20:49:00,21:19:00,20:50:00,282042.0,8562682.0,976.0,19L,Hylidae,Hypsiboas,sp nov,0.0,,cantando,,,,,,,Registro auditivo y gps aproximado,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,974.25
409,AB,5,2016-07-08,1,38,250,4.0,20:49:00,21:19:00,20:50:00,282042.0,8562682.0,976.0,19L,Hylidae,Hypsiboas,sp nov,0.0,,cantando,,,,,,,Registro auditivo y gps aproximado,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,974.25
410,AB,5,2016-07-08,1,38,250,4.0,20:49:00,21:19:00,20:50:00,282042.0,8562682.0,976.0,19L,Hylidae,Hypsiboas,sp nov,0.0,,cantando,,,,,,,Registro auditivo y gps aproximado,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,974.25
411,AB,5,2016-07-08,1,38,250,4.0,20:49:00,21:19:00,20:50:00,282002.0,8562679.0,923.0,19L,Bufonidae,Rhinella,gr margaritifera,0.3,hoja,alerta,6.57,45.0,,4455-4462,5Bd008,22261,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,974.25
412,AB,5,2016-07-08,1,38,250,4.0,20:49:00,21:19:00,21:00:00,282032.0,8562675.0,977.0,19L,Hylidae,Hypsiboas,sp nov,0.8,hoja,alerta,6.19,48.1,,,5Bd007,22262,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,974.25
413,AB,5,2016-07-08,1,38,250,4.0,20:49:00,21:19:00,21:14:00,282033.0,8562676.0,981.0,19L,Hylidae,Hypsiboas,sp nov,0.6,hoja,cantando,5.27,42.0,,4419-4427,5Bd004,22253,"T amb 21,6 - T agua 20,2 - Distancia de grabacion 1,5 m",2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,974.25
414,AB,5,2016-07-08,1,38,250,4.0,20:49:00,21:19:00,21:19:00,281999.0,8562716.0,983.0,19L,Craugastoridae,Pristimantis,danae,0.6,hoja,alerta,2.81,30.2,,,5Bd006,,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,974.25
415,AB,5,2016-07-08,1,38,250,4.0,20:49:00,21:19:00,20:49:00,282034.0,8562680.0,974.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,hoja,alerta,1.01,21.1,,,5Bd005,22252,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,974.25
416,DR,3,2015-02-06,7,38,250,5.0,20:50:00,23:14:00,23:00:00,282019.0,8562680.0,1098.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,cantando,0.43,16.5,,,3Bd161,,Garua,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,21.5,96.0,0.96,974.25
417,DR,3,2015-02-05,6,5,1000,4.0,20:54:00,21:24:00,21:03:00,281474.0,8563325.0,1079.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,suelo,saltando,0.27,14.3,,,3Bd121,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,826.25
418,DR,3,2015-02-05,6,5,1000,4.0,20:54:00,21:24:00,21:16:00,281482.0,8563343.0,1081.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.1,hoja,alerta,0.17,10.6,,,3Bd120,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,826.25
419,DR,3,2015-02-05,6,5,1000,4.0,20:54:00,21:24:00,21:16:00,281445.0,8563222.0,1074.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.1,hoja,alerta,0.13,10.2,,,3Bd122,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,826.25
420,AB,5,2016-07-11,4,32,500,5.0,20:57:00,21:21:00,21:01:00,281794.0,8562857.0,877.0,19L,Bufonidae,Rhinella,gr margaritifera,0.0,suelo,activo,17.74,60.7,,,5Bd054,,,2016,7,11,2.0,0.0,0.0,0.0,,0.0,0.0,21.5,,0.42,878.25
421,AB,5,2016-07-11,4,32,500,5.0,20:57:00,21:21:00,21:16:00,281968.0,8563186.0,907.0,19L,Craugastoridae,Pristimantis,danae,0.4,hoja,alerta,1.18,25.0,,,5Bd056,,,2016,7,11,2.0,0.0,0.0,0.0,,0.0,0.0,21.5,,0.42,878.25
422,AB,5,2016-07-11,4,32,500,5.0,20:57:00,21:21:00,21:05:00,281957.0,8563167.0,913.0,19L,Craugastoridae,Pristimantis,danae,0.1,hoja,activo,0.39,17.2,,,5Bd055,,,2016,7,11,2.0,0.0,0.0,0.0,,0.0,0.0,21.5,,0.42,878.25
423,AB,5,2016-07-11,4,32,500,5.0,20:57:00,21:21:00,21:07:00,281965.0,8563160.0,913.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,0.34,15.5,,,5Bd057,,,2016,7,11,2.0,0.0,0.0,0.0,,0.0,0.0,21.5,,0.42,878.25
424,RI,4,2015-07-15,2,41,250,3.0,21:00:00,21:40:00,21:10:00,282090.023450363,8562846.77839812,952.466125,19L,Bufonidae,Rhinella,tacana,1.3,hoja,alerta,1.24,23.5,,,4Bd033,,,2015,7,15,6.0,0.0,303.0,1254.0,11.0,114.0,11.0,19.5,99.522,0.01,956.0
425,RI,4,2015-07-15,2,41,250,3.0,21:00:00,21:40:00,21:20:00,282090.262809805,8562871.78558179,954.294678,19L,Craugastoridae,Pristimantis,ockendeni,0.7,hoja,alerta,0.92,22.1,,,4Bd035,,,2015,7,15,6.0,0.0,303.0,1254.0,11.0,114.0,11.0,19.5,99.522,0.01,956.0
426,RI,4,2015-07-15,2,41,250,3.0,21:00:00,21:40:00,21:15:00,282075.0,8562864.0,952.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,alerta,0.43,17.1,,,4Bd034,,,2015,7,15,6.0,0.0,303.0,1254.0,11.0,114.0,11.0,19.5,99.522,0.01,956.0
427,RI,4,2015-07-15,2,2,1000,3.0,21:00:00,21:40:00,19:48:00,281415.763967935,8563158.58327278,841.422485,19L,Craugastoridae,Pristimantis,gagliardi,1.2,hoja,alerta,0.2,12.2,,,4Bd032,,,2015,7,15,6.0,0.0,303.0,1254.0,11.0,114.0,11.0,21.16,97.716,0.01,840.0
428,DR,3,2015-02-03,4,42,250,4.0,21:00:00,21:30:00,21:07:00,282101.0,8562920.0,1042.0,19L,Craugastoridae,Pristimantis,danae,0.1,hoja,activo,,,,,,,"Una hora de lluvia moderada 16:30 - 17:50, se escapo",2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,98.0,0.99,964.5
429,DR,3,2015-02-03,4,42,250,4.0,21:00:00,21:30:00,21:20:00,282116.0,8562913.0,959.0,19L,Craugastoridae,Pristimantis,danae,0.4,tallo,activo,4.55,39.8,,,3Bd055,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,98.0,0.99,964.5
430,DR,3,2015-02-03,4,42,250,4.0,21:00:00,21:30:00,21:08:00,282101.0,8562920.0,1042.0,19L,Craugastoridae,Pristimantis,gagliardi,0.4,hoja,activo,0.64,20.6,,,3Bd056,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,98.0,0.99,964.5
431,DR,3,2015-02-03,4,42,250,4.0,21:00:00,21:30:00,21:28:00,282117.0,8562917.0,1043.0,19L,Craugastoridae,Pristimantis,danae,0.3,hoja,atento,0.26,15.1,,,3Bd054,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,98.0,0.99,964.5
432,EC,1,2014-06-22,5,41,250,3.0,21:01:00,21:41:00,21:40:00,-71.0089199803769,-12.9922179691493,967.585387999999,19L,Craugastoridae,Pristimantis,danae,0.3,en hoja,atento,2.25,32.7,,,Bd075,,A 3m del punto GPS,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,19.0,102.0,0.25,956.0
433,EC,1,2014-06-22,5,41,250,3.0,21:01:00,21:41:00,21:41:00,-71.0089199803769,-12.9922179691493,967.585387999999,19L,Craugastoridae,Pristimantis,danae,0.5,en hoja,activo,0.3,16.8,,,Bd081,,"A 1.5m del punto GPS, juvenil",2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,19.0,102.0,0.25,956.0
434,EC,1,2014-06-22,5,41,250,3.0,21:01:00,21:41:00,21:41:00,-71.0089199803769,-12.9922179691493,967.585387999999,19L,Craugastoridae,Pristimantis,ockendeni,0.5,en hoja,atento,0.29,17.21,,,Bd074,,"A 2m del punto GPS, con foto",2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,19.0,102.0,0.25,956.0
435,EC,1,2014-06-22,5,41,250,3.0,21:01:00,21:41:00,21:38:00,-71.0090659931302,-12.9922519996762,965.301757999999,19L,Craugastoridae,Noblella,sp,0.0,en el suelo,saltando,0.13,9.6,,,Bd078,,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,19.0,102.0,0.25,956.0
436,EC,1,2014-06-22,5,41,250,3.0,21:01:00,21:41:00,21:39:00,-71.0090659931302,-12.9922519996762,965.301757999999,19L,Craugastoridae,Noblella,sp,0.0,en el suelo,saltando,0.13,11.0,,,Bd079,UNMS 154318,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,19.0,102.0,0.25,956.0
437,EC,1,2014-06-22,5,41,250,3.0,21:01:00,21:41:00,21:40:00,-71.0090659931302,-12.9922519996762,965.301757999999,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.05,en hoja,activo,0.09,16.12,,,Bd080,,Cola = 9.1,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,19.0,102.0,0.25,956.0
438,EC,1,2014-06-22,5,41,250,3.0,21:01:00,21:41:00,21:36:00,-71.0090659931302,-12.9922519996762,965.301757999999,19L,Craugastoridae,Noblella,sp,0.0,en el suelo,saltando,0.05,8.3,,,Bd077,,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,19.0,102.0,0.25,956.0
439,EC,1,2014-06-22,5,41,250,3.0,21:01:00,21:41:00,21:35:00,-71.0090659931302,-12.9922519996762,965.301757999999,19L,Craugastoridae,Noblella,sp,0.0,en el suelo,saltando,0.04,9.5,,,Bd076,,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,19.0,102.0,0.25,956.0
440,AB,5,2016-07-16,8,64,50,6.0,21:04:00,21:24:00,21:14:00,282209.0,8562638.0,1002.0,19L,Bufonidae,Rhinella,tacana,0.3,hoja,caminando,0.75,20.3,,,5Bd144,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,996.5
441,AB,5,2016-07-16,8,64,50,6.0,21:04:00,21:24:00,21:06:00,282188.0,8562635.0,1000.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,alerta,0.15,9.9,,,5Bd143,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,996.5
442,LC,2,2014-10-04,9,25,500,3.0,21:05:00,21:45:00,21:05:00,8562821.0,281729.0,920.0,19L,Craugastoridae,Pristimantis,sp inglenaranja,0.0,en hojarasca,atento,,0.6,,,,,juvenil,2014,10,4,15.0,2.0,641.0,2280.0,11.813471502590673,193.0,0.0,18.75,100.885,0.76,923.75
443,LC,2,2014-10-04,9,25,500,,21:05:00,21:45:00,21:33:00,8562825.0,281748.0,926.0,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,activo,,,,,,,se escapo,2014,10,4,15.0,2.0,641.0,2280.0,11.813471502590673,193.0,0.0,18.75,100.885,0.76,923.75
444,LC,2,2014-10-04,9,25,500,,21:05:00,21:45:00,21:19:00,8562820.0,281743.0,925.0,19L,Craugastoridae,Pristimantis,ockendeni,140.0,sobre hoja,atento,1.58,25.9,,,2Bd112,,,2014,10,4,15.0,2.0,641.0,2280.0,11.813471502590673,193.0,0.0,18.75,100.885,0.76,923.75
445,LC,2,2014-10-04,9,25,500,3.0,21:05:00,21:45:00,21:30:00,,,,19L,Craugastoridae,Pristimantis,olivaceus,10.0,sobre hoja,atento,0.99,26.0,,1032-1059,2Bd113,1544393,,2014,10,4,15.0,2.0,641.0,2280.0,11.813471502590673,193.0,0.0,18.75,100.885,0.76,923.75
446,LC,2,2014-10-04,9,25,500,,21:05:00,21:45:00,21:45:00,8562831.0,281757.0,936.0,19L,Craugastoridae,Pristimantis,gagliardi,50.0,sobre rama,saltando,0.69,19.0,,,2Bd111,,,2014,10,4,15.0,2.0,641.0,2280.0,11.813471502590673,193.0,0.0,18.75,100.885,0.76,923.75
447,LC,2,2014-10-04,9,25,500,,21:05:00,21:45:00,21:43:00,8562830.0,281763.0,933.0,19L,Craugastoridae,Noblella,sp,20.0,en hoja,alerta,0.14,10.2,,,2Bd109,,,2014,10,4,15.0,2.0,641.0,2280.0,11.813471502590673,193.0,0.0,18.75,100.885,0.76,923.75
448,LC,2,2014-10-04,9,25,500,,21:05:00,21:45:00,21:33:00,8562825.0,281748.0,926.0,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,activo,0.11,9.2,,,2Bd110,,,2014,10,4,15.0,2.0,641.0,2280.0,11.813471502590673,193.0,0.0,18.75,100.885,0.76,923.75
449,RI,4,2015-07-17,4,56,150,3.0,21:07:00,21:47:00,21:23:00,282270.0,8562962.0,962.0,19L,Bufonidae,Rhinella,tacana,0.5,hoja,alerta,2.73,30.4,,,4Bd064,,,2015,7,17,6.0,0.0,258.0,1254.0,11.0,114.0,0.0,18.583,101.6855,0.01,976.0
450,RI,4,2015-07-17,4,56,150,3.0,21:07:00,21:47:00,21:26:00,282290.0,8562944.0,963.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.2,hoja,activo,0.97,23.0,,,4Bd063,154482,,2015,7,17,6.0,0.0,258.0,1254.0,11.0,114.0,0.0,18.583,101.6855,0.01,976.0
451,EC,1,2014-06-25,7,50,150,3.0,21:09:00,21:49:00,21:20:00,-71.0086260270327,-12.9946479666978,1020.11322,19L,Bufonidae,Rhinella,tacana,0.0,en el suelo,saltando,0.65,20.1,,,Bd130,,,2014,6,25,4.0,5.5,0.0,980.0,11.529411764705882,85.0,3.0,20.0,102.0,0.05,1023.75
452,EC,1,2014-06-25,7,50,150,3.0,21:09:00,21:49:00,21:30:00,-71.0083129629492,-12.9956800304353,1025.488892,19L,Bufonidae,Rhinella,tacana,2.0,en hoja,sentado,0.55,19.09,,,Bd127,,Cerca al punto GPS,2014,6,25,4.0,5.5,0.0,980.0,11.529411764705882,85.0,3.0,20.0,102.0,0.05,1023.75
453,EC,1,2014-06-26,8,40,250,3.0,21:09:00,21:49:00,21:22:00,-71.0092619620263,-12.9925329610705,960.266113,19L,Centrolenidae,Cochranella,nola,1.5,en hoja,atento,0.52,20.11,,,Bd148,,Cerca a la quebrada,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,119.0,0.01,962.0
454,EC,1,2014-06-25,7,50,150,3.0,21:09:00,21:49:00,21:15:00,-71.0085220076143,-12.9946250002831,1019.94635,19L,Craugastoridae,Pristimantis,danae,0.5,en hoja,saltando,0.28,15.45,,,Bd129,,,2014,6,25,4.0,5.5,0.0,980.0,11.529411764705882,85.0,3.0,20.0,102.0,0.05,1023.75
455,EC,1,2014-06-26,8,40,250,3.0,21:09:00,21:49:00,21:38:00,-71.0094010177999,-12.992536984384,963.366149999999,19L,Craugastoridae,Pristimantis,danae,0.0,en hojarasca,saltando,0.28,16.0,,,Bd147,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,119.0,0.01,962.0
456,EC,1,2014-06-26,8,40,250,3.0,21:09:00,21:49:00,21:28:00,-71.0094089806079,-12.992750974372,956.288086,19L,Craugastoridae,Pristimantis,gagliardi,0.3,en hoja de herbacea,activo,0.27,16.5,,,Bd146,UNMS 154334,Herbacea de 60 cm de alto,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,119.0,0.01,962.0
457,EC,1,2014-06-25,7,50,150,3.0,21:09:00,21:49:00,21:32:00,-71.0085560381412,-12.9945830069482,1014.181885,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,0.23,11.8,,,Bd123,,,2014,6,25,4.0,5.5,0.0,980.0,11.529411764705882,85.0,3.0,20.0,102.0,0.05,1023.75
458,EC,1,2014-06-25,7,50,150,3.0,21:09:00,21:49:00,21:30:00,-71.0085560381412,-12.9945830069482,1014.181885,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,0.2,12.3,,,Bd126,UNMS 154326,,2014,6,25,4.0,5.5,0.0,980.0,11.529411764705882,85.0,3.0,20.0,102.0,0.05,1023.75
459,EC,1,2014-06-25,7,50,150,3.0,21:09:00,21:49:00,21:37:00,-71.0085520148277,-12.9944799933582,1013.61993399999,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,0.19,11.8,,,Bd125,,,2014,6,25,4.0,5.5,0.0,980.0,11.529411764705882,85.0,3.0,20.0,102.0,0.05,1023.75
460,EC,1,2014-06-25,7,50,150,3.0,21:09:00,21:49:00,21:13:00,-71.0085220076143,-12.9946250002831,1019.94635,19L,Craugastoridae,Noblella,sp,0.0,en el suelo,saltando,0.19,11.8,,,Bd128,UNMS 154328,,2014,6,25,4.0,5.5,0.0,980.0,11.529411764705882,85.0,3.0,20.0,102.0,0.05,1023.75
461,EC,1,2014-06-25,7,50,150,3.0,21:09:00,21:49:00,21:47:00,-71.0085469856858,-12.9945590347051,1020.715149,19L,Craugastoridae,Pristimantis,gagliardi,0.2,en hoja,atento,0.12,11.32,,,Bd124,,,2014,6,25,4.0,5.5,0.0,980.0,11.529411764705882,85.0,3.0,20.0,102.0,0.05,1023.75
462,RI,4,2015-07-22,9,58,150,3.0,21:10:00,21:50:00,21:47:00,282389.0,8562963.0,993.0,,Craugastoridae,Pristimantis,danae,1.3,hoja,alerta,1.15,23.1,,,4Bd132,,,2015,7,22,6.0,0.0,840.0,1188.0,11.0,108.0,0.0,16.078,102.874,0.32,995.25
463,RI,4,2015-07-22,9,58,150,3.0,21:10:00,21:50:00,21:17:00,282402.0,8562936.0,998.0,,Craugastoridae,Pristimantis,danae,1.8,hoja,alerta,1.15,23.6,,,4Bd131,,,2015,7,22,6.0,0.0,840.0,1188.0,11.0,108.0,0.0,16.078,102.874,0.32,995.25
464,RI,4,2015-07-22,9,58,150,3.0,21:10:00,21:50:00,21:42:00,282400.0,8562965.0,997.0,,Bufonidae,Rhinella,tacana,0.6,hoja,alerta,0.65,20.0,,,4Bd129,,,2015,7,22,6.0,0.0,840.0,1188.0,11.0,108.0,0.0,16.078,102.874,0.32,995.25
465,RI,4,2015-07-22,9,58,150,3.0,21:10:00,21:50:00,21:34:00,282380.0,8562931.0,998.0,,Bufonidae,Rhinella,tacana,1.2,hoja,caminando,0.55,17.1,,,4Bd130,,,2015,7,22,6.0,0.0,840.0,1188.0,11.0,108.0,0.0,16.078,102.874,0.32,995.25
466,EC,1,2014-06-21,4,54,150,3.0,21:10:00,21:50:00,21:38:00,-71.0080989729613,-12.992766983807,985.128601,19L,Craugastoridae,Pristimantis,danae,0.5,en helecho,saltando,1.11,22.68,,,Bd051,,,2014,6,21,4.0,0.0,0.0,920.0,11.358024691358025,81.0,3.0,18.5,99.0,0.35,984.25
467,EC,1,2014-06-21,4,54,150,3.0,21:10:00,21:50:00,21:45:00,-71.0082759987562,-12.9926819913089,980.189757999999,19L,Craugastoridae,Pristimantis,danae,0.0,en el suelo,saltando,0.38,16.79,,,Bd052,,,2014,6,21,4.0,0.0,0.0,920.0,11.358024691358025,81.0,3.0,18.5,99.0,0.35,984.25
468,EC,1,2014-06-21,4,54,150,3.0,21:10:00,21:50:00,21:48:00,-71.0081429779529,-12.9926679935306,984.0578,19L,Bufonidae,Rhinella,tacana,0.4,en hoja,saltando,0.24,15.21,,,Bd050,,Ubicada a 1m a la derecha del punto GPS,2014,6,21,4.0,0.0,0.0,920.0,11.358024691358025,81.0,3.0,18.5,99.0,0.35,984.25
469,EC,1,2014-06-21,4,54,150,3.0,21:10:00,21:50:00,21:40:00,-71.0081429779529,-12.9926679935306,984.0578,19L,Craugastoridae,Pristimantis,danae,0.5,en helecho,saltando,,,,,,,Se escapo,2014,6,21,4.0,0.0,0.0,920.0,11.358024691358025,81.0,3.0,18.5,99.0,0.35,984.25
470,LC,2,2014-09-28,3,45,250,3.0,21:15:00,22:55:00,21:17:00,,,,19L,Craugastoridae,Pristimantis,danae,0.0,en hojarasca,saltando,1.75,28.0,,,2Bd050,,,2014,9,28,15.0,3.5,220.0,2350.0,12.176165803108809,193.0,12.0,19.5,119.255,0.15,969.25
471,LC,2,2014-09-28,3,45,250,,21:15:00,22:55:00,21:20:00,,,,,Bufonidae,Rhinella,tacana,100.0,sobre hoja,atento,1.25,25.0,,,2Bd051,,,2014,9,28,15.0,3.5,220.0,2350.0,12.176165803108809,193.0,12.0,19.5,119.255,0.15,969.25
472,LC,2,2014-09-29,4,31,500,3.0,21:20:00,22:00:00,21:28:00,,,,19L,Craugastoridae,Pristimantis,aff pharangobates,200.0,sobre hoja,alerta,1.1,24.0,,,2Bd066,,,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,20.5,98.7645,0.23,916.25
473,EC,1,2014-06-29,11,62,50,3.0,21:22:00,20:02:00,21:42:00,-71.0095600225031,-12.9936500173062,981.113891999999,19L,Craugastoridae,Pristimantis,danae,0.0,en hojarasca,saltando,1.21,25.2,,,Bd187,,Ubicado a 10m del punto GPS,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,103.0,0.03,1050.5
474,EC,1,2014-06-29,11,62,50,3.0,21:22:00,20:02:00,21:31:00,-71.0079070273786,-12.9955289885401,1018.104187,19L,Bufonidae,Rhinella,tacana,1.6,en hoja de bromelia,activo,0.94,22.25,,,Bd183,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,103.0,0.03,1050.5
475,EC,1,2014-06-29,11,62,50,3.0,21:22:00,20:02:00,21:31:00,-71.0095600225031,-12.9936500173062,981.113891999999,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,0.74,19.85,,,Bd186,,con 2 lineas. Ubicado a 10m del punto GPS,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,103.0,0.03,1050.5
476,EC,1,2014-06-29,11,62,50,3.0,21:22:00,20:02:00,22:02:00,-71.0081800259649,-12.9956119693815,1041.195557,19L,Craugastoridae,Pristimantis,danae,0.5,en tallo de herbacea,activo,0.65,20.9,,,Bd184,,Con pequeña herida en la espalda,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,103.0,0.03,1050.5
477,EC,1,2014-06-29,11,62,50,3.0,21:22:00,20:02:00,21:47:00,-71.0080459993332,-12.9954880010336,1048.86718799999,19L,Craugastoridae,Pristimantis,danae,1.0,en hoja,activo,0.3,16.0,,,Bd185,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,103.0,0.03,1050.5
478,EC,1,2014-06-19,2,68,50,3.0,21:23:00,22:03:00,21:37:00,-71.0064850375056,-12.992261974141,1002.402771,19L,Craugastoridae,Pristimantis,aff altamazonica,0.0,en hojarasca,activo,0.75,12.7,,,Bd020,UNMS 154299,,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,98.5,0.57,998.5
479,EC,1,2014-06-19,2,68,50,3.0,21:23:00,22:03:00,21:59:00,-71.0066009592264,-12.9923779796808,1006.654419,19L,Craugastoridae,Pristimantis,danae,0.4,en tallo cortado,activo,0.42,17.5,,,Bd022,,Juvenil,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,98.5,0.57,998.5
