phase,phase_code,date,day,plot,distance,evaluators,start_time,end_time,encounter_time,height,zone,family,genus,species,location_m,location_type,behavior,mass,body_len,tail_len,photo_code,hyssop_code,capture_code,additional_obs,year,month,day2,OPE,rain,fuel,total_hrs,hr_pp,ppls,flights,temp,hum,luna,elev,eastings,northings,long,lat
EC,1,6/30/2014,12,70,50,3,23:00:00,23:40:00,23:39:00,1015.949524,19L,Bufonidae,Rhinella,tacana,0,en hojarasca,saltando,0.6,20.91,,,Bd220,,Cerca al punto GPS,2014,6,30,4,0,0,1030,11.57303371,89,12,15,104,0.08,1041.25,282435,8562787,-71.00586418,-12.99295375
LC,2,9/26/2014,1,1,1000,3,18:50:00,19:30:00,19:00:00,594,19L,Craugastoridae,Pristimantis,ockendeni,75,sobre hoja,atento,,,,,,,,2014,9,26,15,5,383,2170,11.12820513,195,8,22.25,96.049,0.04,846.75,281366,8563097,-71.01569305,-12.990076
LC,2,9/26/2014,1,1,1000,,18:50:00,19:30:00,19:22:00,,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,cantando,,,,,,,grabacion de canto,2014,9,26,15,5,383,2170,11.12820513,195,8,22.25,96.049,0.04,846.75,281366,8563097,-71.01569305,-12.990076
LC,2,9/26/2014,1,1,1000,,18:50:00,19:30:00,19:30:00,585,19L,Craugastoridae,Pristimantis,danae,200,sobre hoja,cantando,1.35,25,,,2Bd002,,,2014,9,26,15,5,383,2170,11.12820513,195,8,22.25,96.049,0.04,846.75,281366,8563097,-71.01569305,-12.990076
LC,2,9/26/2014,1,2,1000,,20:00:00,20:40:00,20:15:00,574,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,activo,,,,,,,Escapo,2014,9,26,15,5,383,2170,11.12820513,195,8,22,96.538,0.04,840,281404,8563149,-71.01533907,-12.98960878
LC,2,9/26/2014,1,2,1000,,20:00:00,20:40:00,20:30:00,560,19L,Bufonidae,Rhinella,tacana,70,sobre hoja,activo,1.9,26.9,,,2Bd007,,,2014,9,26,15,5,383,2170,11.12820513,195,8,22,96.538,0.04,840,281404,8563149,-71.01533907,-12.98960878
LC,2,9/26/2014,1,2,1000,,20:00:00,20:40:00,20:20:00,564,19L,Craugastoridae,Pristimantis,danae,170,sobre hoja,cantando,1.6,24,,,2Bd006,,,2014,9,26,15,5,383,2170,11.12820513,195,8,22,96.538,0.04,840,281404,8563149,-71.01533907,-12.98960878
LC,2,9/26/2014,1,2,1000,,20:00:00,20:40:00,20:07:00,,19L,Craugastoridae,Pristimantis,ockendeni,200,sobre hoja ancha de un arbol,en amplexus,1.3,24.1,,,2Bd005,,,2014,9,26,15,5,383,2170,11.12820513,195,8,22,96.538,0.04,840,281404,8563149,-71.01533907,-12.98960878
LC,2,9/26/2014,1,2,1000,3,20:00:00,20:40:00,20:05:00,584,19L,Phyllomedusidae,Callimedusa,tomopterna,250,sobre rama de un arbol delgado,activo,0.85,27.6,,29-58,2bd003,154349,,2014,9,26,15,5,383,2170,11.12820513,195,8,22,96.538,0.04,840,281404,8563149,-71.01533907,-12.98960878
LC,2,9/26/2014,1,2,1000,,20:00:00,20:40:00,20:07:00,,19L,Craugastoridae,Pristimantis,ockendeni,200,sobre hoja ancha de un arbol,en amplexus,0.4,15.9,,,2Bd004,,,2014,9,26,15,5,383,2170,11.12820513,195,8,22,96.538,0.04,840,281404,8563149,-71.01533907,-12.98960878
LC,2,9/26/2014,1,29,500,3,23:30:00,0:10:00,23:40:00,929,19L,Hylidae,Osteocephalus,mimeticus,70,sobre hoja en una quebrada,activo,0.35,16.7,,59-75,2Bd012,154353,juvenil,2014,9,26,15,5,383,2170,11.12820513,195,8,21.5,98.05,0.04,934,281882,8562972,-71.01094695,-12.99124248
LC,2,9/27/2014,1,30,500,3,0:20:00,1:00:00,0:23:00,,,Bufonidae,Rhinella,tacana,,,cantando,,,,,,,registro auditivo,2014,9,27,15,4.5,303,2350,12.1761658,193,1,20.75,98.526,0.08,938,281912,8563030,-71.01066627,-12.99072047
LC,2,9/27/2014,2,38,250,,18:30:00,19:10:00,18:52:00,,19L,Centrolenidae,Cochranella,nola,150,sobre hoja,cantando,,,,,,,registro auditivo,2014,9,27,15,4.5,303,2350,12.1761658,193,1,19.75,119.255,0.08,974.25,282042,8562682,-71.00949355,-12.99387466
LC,2,9/27/2014,2,38,250,,18:30:00,19:10:00,18:45:00,,19L,Craugastoridae,Pristimantis,danae,70,sobre hoja,activo,0.98,24.1,,,2Bd016,,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,19.75,119.255,0.08,974.25,282042,8562682,-71.00949355,-12.99387466
LC,2,9/27/2014,2,38,250,3,18:30:00,19:10:00,18:42:00,,19L,Centrolenidae,Cochranella,nola,210,sobre hoja,cantando,0.76,20.4,,189-202,2Bd015,154357,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,19.75,119.255,0.08,974.25,282042,8562682,-71.00949355,-12.99387466
LC,2,9/27/2014,2,37,250,,19:55:00,20:35:00,20:20:00,960,19L,Bufonidae,Rhinella,tacana,70,sobre hoja,cantando,2.05,29.7,,,2Bd019,,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,20,119.255,0.08,998.5,282018,8562609,-71.00972003,-12.99453266
LC,2,9/27/2014,2,37,250,,19:55:00,20:35:00,20:14:00,,19L,Craugastoridae,Pristimantis,danae,200,sobre tallo de una liana,cantando,1.55,25.1,,,2Bd021,,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,20,119.255,0.08,998.5,282018,8562609,-71.00972003,-12.99453266
LC,2,9/27/2014,2,37,250,,19:55:00,20:35:00,20:15:00,,19L,Craugastoridae,Pristimantis,danae,130,sobre rama de un arbol delgado,cantando,1.55,25.7,,,2Bd020,,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,20,119.255,0.08,998.5,282018,8562609,-71.00972003,-12.99453266
LC,2,9/27/2014,2,37,250,3,19:55:00,20:35:00,20:05:00,965,19L,Bufonidae,Rhinella,tacana,10,sobre hoja,cantando,1.2,23.3,,,2Bd018,,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,20,119.255,0.08,998.5,282018,8562609,-71.00972003,-12.99453266
LC,2,9/27/2014,2,37,250,,19:55:00,20:35:00,20:17:00,,,Bufonidae,Rhinella,tacana,150,sobre hoja de una trepadora,activo,0.75,18.8,,,2Bd022,,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,20,119.255,0.08,998.5,282018,8562609,-71.00972003,-12.99453266
LC,2,9/27/2014,2,53,150,,23:00:00,23:40:00,23:10:00,983,19L,Hylidae,Hypsiboas,sp nov,200,sobre rama delgada,atento,9.65,55,,255-265,2Bd036,154365,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,20.5,100.9385,0.08,989,282155,8562771,-71.00844571,-12.99307841
LC,2,9/27/2014,2,53,150,,23:00:00,23:40:00,23:10:00,,19L,Hylidae,Hypsiboas,sp nov,50,sobre hoja,atento,6.85,45.2,,266-271,2Bd035,154364,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,20.5,100.9385,0.08,989,282155,8562771,-71.00844571,-12.99307841
LC,2,9/27/2014,2,53,150,,23:00:00,23:40:00,23:26:00,,,Bufonidae,Rhinella,tacana,70,sobre hoja de helecho,activo,1.2,23.9,,,2Bd033,,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,20.5,100.9385,0.08,989,282155,8562771,-71.00844571,-12.99307841
LC,2,9/27/2014,2,53,150,3,23:00:00,23:40:00,23:20:00,989,19L,Bufonidae,Rhinella,tacana,40,sobre hoja,cantando,0.95,21,,,2Bd032,,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,20.5,100.9385,0.08,989,282155,8562771,-71.00844571,-12.99307841
LC,2,9/27/2014,2,53,150,,23:00:00,23:40:00,23:22:00,990,19L,Craugastoridae,Noblella,sp,0,en hojarasca,activo,0.06,11.8,,,2Bd034,,,2014,9,27,15,4.5,303,2350,12.1761658,193,1,20.5,100.9385,0.08,989,282155,8562771,-71.00844571,-12.99307841
LC,2,9/28/2014,2,54,150,,0:15:00,0:55:00,0:30:00,1002,19L,Craugastoridae,Pristimantis,danae,80,sobre rama de un arbol,cantando,1.45,26.8,,,2Bd038,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,101.184,0.15,984.25,282187,8562812,-71.00814783,-12.99271017
LC,2,9/28/2014,2,54,150,3,0:15:00,0:55:00,0:16:00,,,Bufonidae,Rhinella,tacana,30,sobre hoja de una herbacea,alerta,1.4,21.4,,,2Bd037,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,101.184,0.15,984.25,282187,8562812,-71.00814783,-12.99271017
LC,2,9/28/2014,3,46,250,3,18:50:00,19:30:00,19:07:00,957,19L,Craugastoridae,Oreobates,amarakaeri,0,en hojarasca,saltando,2.55,30.07,,,2Bd039,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,119.255,0.15,947.25,282260,8563061,-71.00745701,-12.99046512
LC,2,9/28/2014,3,46,250,,18:50:00,19:30:00,19:24:00,,,Bufonidae,Rhinella,tacana,50,sobre hoja mediana,aplanada y alerta,2.53,31.4,,,2Bd042,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,119.255,0.15,947.25,282260,8563061,-71.00745701,-12.99046512
LC,2,9/28/2014,3,46,250,,18:50:00,19:30:00,19:35:00,955,19L,Craugastoridae,Oreobates,amarakaeri,0,en hojarasca,saltando,2.03,28.5,,,2Bd043,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,119.255,0.15,947.25,282260,8563061,-71.00745701,-12.99046512
LC,2,9/28/2014,3,46,250,,18:50:00,19:30:00,19:14:00,957,19L,Bufonidae,Rhinella,tacana,90,sobre hoja de herbacea,cantando,1.72,29.7,,,2Bd046,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,119.255,0.15,947.25,282260,8563061,-71.00745701,-12.99046512
LC,2,9/28/2014,3,46,250,,18:50:00,19:30:00,19:30:00,962,19L,Craugastoridae,Pristimantis,pluvialis,300,en hoja de una enredadera de un arbol caido,cantando,0.98,22.6,,,2Bd045,154369,canto grabado,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,119.255,0.15,947.25,282260,8563061,-71.00745701,-12.99046512
LC,2,9/28/2014,3,46,250,,18:50:00,19:30:00,19:10:00,,19L,Centrolenidae,Cochranella,nola,210,en hoja,cantando,0.72,22.3,,,2Bd044,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,119.255,0.15,947.25,282260,8563061,-71.00745701,-12.99046512
LC,2,9/28/2014,3,46,250,,18:50:00,19:30:00,19:20:00,,19L,Centrolenidae,Cochranella,nola,200,sobre hoja,cantando,0.66,20.48,,,2Bd041,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,119.255,0.15,947.25,282260,8563061,-71.00745701,-12.99046512
LC,2,9/28/2014,3,46,250,,18:50:00,19:30:00,18:50:00,966,19L,Craugastoridae,Pristimantis,okmoi,100,sobre musgo de un arbol,atento,0.28,14.95,,,2Bd047,154370,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,119.255,0.15,947.25,282260,8563061,-71.00745701,-12.99046512
LC,2,9/28/2014,3,46,250,,18:50:00,19:30:00,19:17:00,,19L,Craugastoridae,Pristimantis,gagliardi,35,sobre hoja de helechos,saltando,0.22,12.52,,,2Bd048,154371,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,119.255,0.15,947.25,282260,8563061,-71.00745701,-12.99046512
LC,2,9/28/2014,3,46,250,,18:50:00,19:30:00,19:15:00,,19L,Craugastoridae,Pristimantis,sp inglenaranja,200,en hoja,cantando,0.18,13.3,,,2Bd040,154368,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,119.255,0.15,947.25,282260,8563061,-71.00745701,-12.99046512
LC,2,9/28/2014,3,45,250,3,21:15:00,22:55:00,21:17:00,,19L,Craugastoridae,Pristimantis,danae,0,en hojarasca,saltando,1.75,28,,,2Bd050,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19.5,119.255,0.15,969.25,282246,8563026,-71.00758857,-12.99078042
LC,2,9/28/2014,3,45,250,,21:15:00,22:55:00,21:20:00,,,Bufonidae,Rhinella,tacana,100,sobre hoja,atento,1.25,25,,,2Bd051,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19.5,119.255,0.15,969.25,282246,8563026,-71.00758857,-12.99078042
LC,2,9/28/2014,3,65,50,,23:30:00,0:10:00,23:54:00,1011,19L,Craugastoridae,Pristimantis,olivaceus,50,sobre hoja,amplexus,1.35,25.1,,,2Bd057,154374,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,101.917,0.15,1001.75,282245,8562702,-71.00762132,-12.99370838
LC,2,9/28/2014,3,65,50,,23:30:00,0:10:00,23:31:00,,,Bufonidae,Rhinella,tacana,50,sobre hoja,alerta,1.17,26,,,2Bd055,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,101.917,0.15,1001.75,282245,8562702,-71.00762132,-12.99370838
LC,2,9/28/2014,3,65,50,3,23:30:00,0:10:00,23:46:00,,,Bufonidae,Rhinella,tacana,70,sobre hoja,alerta,1.15,24,,,2Bd054,,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,101.917,0.15,1001.75,282245,8562702,-71.00762132,-12.99370838
LC,2,9/28/2014,3,65,50,,23:30:00,0:10:00,23:54:00,1011,19L,Craugastoridae,Pristimantis,olivaceus,50,sobre hoja,amplexus,0.65,18.7,,,2Bd056,154373,,2014,9,28,15,3.5,220,2350,12.1761658,193,12,19,101.917,0.15,1001.75,282245,8562702,-71.00762132,-12.99370838
LC,2,9/29/2014,3,66,50,3,0:20:00,1:00:00,0:22:00,1002,19L,Phyllomedusidae,Phyllomedusa,camba,200,en el tronco de un arbol delgado,casi durmiendo,33.05,83.6,,,2Bd058,154376,,2014,9,29,15,0,462,2350,11.86868687,198,15,18.5,102.163,0.23,1008.5,282248,8562718,-71.00759251,-12.993564
LC,2,9/29/2014,4,10,1000,,18:00:00,18:40:00,18:30:00,792,19L,Craugastoridae,Pristimantis,danae,1.2,sobre hoja de palmera seca,cantando,1.4,27.6,,,2Bd063,,canto grabado,2014,9,29,15,0,462,2350,11.86868687,198,15,21.5,95.5985,0.23,786.75,281658,8563594,-71.01296595,-12.98560541
LC,2,9/29/2014,4,10,1000,,18:00:00,18:40:00,18:10:00,,19L,Craugastoridae,Pristimantis,ockendeni,170,sobre hoja,activo,0.4,18,,,2Bd062,,,2014,9,29,15,0,462,2350,11.86868687,198,15,21.5,95.5985,0.23,786.75,281658,8563594,-71.01296595,-12.98560541
LC,2,9/29/2014,4,10,1000,3,18:00:00,18:40:00,18:08:00,,19L,Craugastoridae,Pristimantis,ockendeni,140,sobre hoja,activo,0.35,16.7,,,2Bd060,,,2014,9,29,15,0,462,2350,11.86868687,198,15,21.5,95.5985,0.23,786.75,281658,8563594,-71.01296595,-12.98560541
LC,2,9/29/2014,4,10,1000,,18:00:00,18:40:00,18:05:00,,19L,Craugastoridae,Pristimantis,ockendeni,150,sobre tronco de un arbol delgado,activo,0.35,18,,,2Bd061,,,2014,9,29,15,0,462,2350,11.86868687,198,15,21.5,95.5985,0.23,786.75,281658,8563594,-71.01296595,-12.98560541
LC,2,9/29/2014,4,9,1000,3,19:05:00,19:45:00,19:40:00,,19L,Craugastoridae,Pristimantis,ockendeni,40,sobre hoja,activo,0.95,22.6,,,2Bd064,154378,,2014,9,29,15,0,462,2350,11.86868687,198,15,21,97.077,0.23,812.5,281642,8563518,-71.01311893,-12.98629109
LC,2,9/29/2014,4,9,1000,,19:05:00,19:45:00,19:30:00,,19L,Hylidae,Osteocephalus,taurinus,200,sobre rama de palmera pequena,activo,,91,,,2Bd065,154377,,2014,9,29,15,0,462,2350,11.86868687,198,15,21,97.077,0.23,812.5,281642,8563518,-71.01311893,-12.98629109
LC,2,9/29/2014,4,31,500,3,21:20:00,22:00:00,21:28:00,,19L,Craugastoridae,Pristimantis,aff pharangobates,200,sobre hoja,alerta,1.1,24,,,2Bd066,,,2014,9,29,15,0,462,2350,11.86868687,198,15,20.5,98.7645,0.23,916.25,281955,8563134,-71.01026244,-12.98978368
LC,2,9/29/2014,4,55,150,3,22:45:00,23:25:00,23:13:00,,19L,Craugastoridae,Pristimantis,danae,200,en el dosel del bosque,cantando,,,,,,,registro auditivo,2014,9,29,15,0,462,2350,11.86868687,198,15,21,95.704,0.23,965.75,282204,8562882,-71.00798608,-12.99207878
LC,2,9/29/2014,4,55,150,,22:45:00,23:25:00,23:20:00,,,Bufonidae,Rhinella,tacana,50,sobre hoja de helecho,atento,0.85,22.2,,,2Bd068,,,2014,9,29,15,0,462,2350,11.86868687,198,15,21,95.704,0.23,965.75,282204,8562882,-71.00798608,-12.99207878
LC,2,9/30/2014,5,58,150,,18:00:00,18:40:00,18:21:00,,19L,Craugastoridae,Pristimantis,danae,170,sobre hoja,cantando,2.05,30.4,,,2Bd072,,canto grabado,2014,9,30,15,0.7,737,2150,10.8040201,199,23,19.5,100.9385,0.33,995.25,282403,8562959,-71.00614659,-12.99139709
LC,2,9/30/2014,5,58,150,3,18:00:00,18:40:00,18:25:00,,19L,Craugastoridae,Pristimantis,danae,210,sobre hoja,cantando,1.9,25.9,,,2Bd069,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,19.5,100.9385,0.33,995.25,282403,8562959,-71.00614659,-12.99139709
LC,2,9/30/2014,5,58,150,,18:00:00,18:40:00,18:40:00,,19L,Craugastoridae,Pristimantis,ockendeni,50,sobre hoja,alerta,1.8,31.2,,,2Bd070,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,19.5,100.9385,0.33,995.25,282403,8562959,-71.00614659,-12.99139709
LC,2,9/30/2014,5,58,150,,18:00:00,18:40:00,18:35:00,,19L,Craugastoridae,Pristimantis,danae,70,sobre hoja de una herbacea,cantando,1.75,28.1,,,2Bd071,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,19.5,100.9385,0.33,995.25,282403,8562959,-71.00614659,-12.99139709
LC,2,9/30/2014,5,57,150,,19:15:00,17:55:00,19:35:00,976,19L,Bufonidae,Rhinella,tacana,40,sobre hoja,atento,2.3,31.7,,,2Bd075,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,20,100.693,0.33,985.75,282324,8562954,-71.00687499,-12.99143665
LC,2,9/30/2014,5,57,150,,19:15:00,17:55:00,19:28:00,,19L,Craugastoridae,Pristimantis,danae,150,sobre hoja,cantando,1.4,24,,,2Bd078,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,20,100.693,0.33,985.75,282324,8562954,-71.00687499,-12.99143665
LC,2,9/30/2014,5,57,150,3,19:15:00,17:55:00,19:20:00,,19L,Craugastoridae,Pristimantis,danae,50,sobre hoja,contacto,1.4,27.9,,,2Bd074,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,20,100.693,0.33,985.75,282324,8562954,-71.00687499,-12.99143665
LC,2,9/30/2014,5,57,150,,19:15:00,17:55:00,19:42:00,,19L,Plethodontidae,Bolitoglossa,cf altamazonica,15,sobre hoja,activo,1.2,33.6,0.66,,2Bd077,154379,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,20,100.693,0.33,985.75,282324,8562954,-71.00687499,-12.99143665
LC,2,9/30/2014,5,57,150,,19:15:00,17:55:00,19:44:00,978,19L,Bufonidae,Rhinella,tacana,40,sobre rama,alerta,0.4,16.4,,,2Bd076,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,20,100.693,0.33,985.75,282324,8562954,-71.00687499,-12.99143665
LC,2,9/30/2014,5,56,150,,20:25:00,21:05:00,20:26:00,,,Bufonidae,Rhinella,tacana,40,sobre helecho,alerta,1.95,25.4,,,2Bd080,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,20,101.184,0.33,976,282275,8562940,-71.00732757,-12.99155968
LC,2,9/30/2014,5,56,150,3,20:25:00,21:05:00,20:55:00,,,Bufonidae,Rhinella,tacana,40,sobre hoja,alerta,1.3,24.1,,,2Bd081,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,20,101.184,0.33,976,282275,8562940,-71.00732757,-12.99155968
LC,2,9/30/2014,5,56,150,,20:25:00,21:05:00,20:56:00,983,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.1,9.7,,,2Bd082,154380,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,20,101.184,0.33,976,282275,8562940,-71.00732757,-12.99155968
LC,2,9/30/2014,5,70,50,3,22:45:00,23:25:00,23:15:00,,,Bufonidae,Rhinella,tacana,30,sobre hoja,alerta,1.75,26.3,,,2Bd086,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,20.5,98.216,0.33,1041.25,282435,8562787,-71.00586418,-12.99295375
LC,2,9/30/2014,5,70,50,,22:45:00,23:25:00,23:07:00,1047,19L,Craugastoridae,Pristimantis,danae,10,sobre hoja,atento,1.5,23.4,,,2Bd087,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,20.5,98.216,0.33,1041.25,282435,8562787,-71.00586418,-12.99295375
LC,2,9/30/2014,5,70,50,,22:45:00,23:25:00,23:22:00,1045,19L,Craugastoridae,Noblella,sp,0,en hojarasca,atento,0.19,11.1,,,2Bd088,154386,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,20.5,98.216,0.33,1041.25,282435,8562787,-71.00586418,-12.99295375
LC,2,9/30/2014,5,69,50,,23:40:00,0:20:00,23:50:00,,19L,Craugastoridae,Pristimantis,danae,60,sobre hoja,activo,1.6,25.3,,,2Bd092,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,19.5,98.714,0.33,1029,282374,8562841,-71.00642241,-12.99246141
LC,2,9/30/2014,5,69,50,,23:40:00,0:20:00,0:00:00,1031,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,atento,0.75,18.5,,,2Bd090,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,19.5,98.714,0.33,1029,282374,8562841,-71.00642241,-12.99246141
LC,2,9/30/2014,5,69,50,3,23:40:00,0:20:00,23:52:00,1033,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,saltando,0.75,19,,,2Bd089,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,19.5,98.714,0.33,1029,282374,8562841,-71.00642241,-12.99246141
LC,2,9/30/2014,5,69,50,,23:40:00,0:20:00,23:47:00,,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.12,11,,,2Bd093,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,19.5,98.714,0.33,1029,282374,8562841,-71.00642241,-12.99246141
LC,2,9/30/2014,5,69,50,,23:40:00,0:20:00,23:56:00,,19L,Craugastoridae,Noblella,sp,10,sobre hoja,alerta,0.09,9.6,,,2Bd091,,,2014,9,30,15,0.7,737,2150,10.8040201,199,23,19.5,98.714,0.33,1029,282374,8562841,-71.00642241,-12.99246141
LC,2,10/1/2014,6,3,1000,,18:43:00,19:23:00,18:44:00,832,19L,Hylidae,Osteocephalus,mimeticus,150,sobre rama,activo,15.25,65,,,2Bd096,,,2014,10,1,15,0,503,2390,11.1682243,214,23,23,95.5985,0.43,831.75,281416,8563211,-71.01522397,-12.98904934
LC,2,10/1/2014,6,3,1000,3,18:43:00,19:23:00,18:48:00,,,Bufonidae,Rhinella,tacana,130,sobre hoja,activo,1.6,28.2,,,2bd095,,,2014,10,1,15,0,503,2390,11.1682243,214,23,23,95.5985,0.43,831.75,281416,8563211,-71.01522397,-12.98904934
LC,2,10/1/2014,6,27,500,3,22:35:00,23:15:00,23:13:00,,19L,Craugastoridae,Pristimantis,aff altamazonica,210,sobre hoja,activo,1.7,29.3,,,2Bd097,154387,,2014,10,1,15,0,503,2390,11.1682243,214,23,20.75,98.05,0.43,928,281839,8562946,-71.01134511,-12.99147438
LC,2,10/1/2014,6,28,500,3,23:33:00,23:13:00,23:13:00,,,Bufonidae,Rhinella,tacana,80,sobre hoja,activo,1.53,28.7,,,2Bd098,,,2014,10,1,15,0,503,2390,11.1682243,214,23,20.5,98.05,0.43,934.75,281903,8562901,-71.01075859,-12.99188562
LC,2,10/3/2014,8,39,250,3,19:13:00,19:53:00,19:37:00,988,19L,Craugastoridae,Pristimantis,sp inglenaranja,120,sobre hoja,alerta,,,,,,,se escapo,2014,10,3,14,0,549,2280,11.23152709,203,9,21,99.357,0.66,970.25,282016,8562762,-71.00972734,-12.99314984
LC,2,10/3/2014,8,39,250,,19:13:00,19:53:00,19:30:00,989,19L,Craugastoridae,Pristimantis,sp inglenaranja,90,sobre hoja,alerta,0.37,15.6,,camara juancarlos,2Bd099,154388,,2014,10,3,14,0,549,2280,11.23152709,203,9,21,99.357,0.66,970.25,282016,8562762,-71.00972734,-12.99314984
LC,2,10/3/2014,8,40,250,3,20:10:00,20:50:00,20:31:00,,19L,Craugastoridae,Pristimantis,danae,,,cantando,,,,,,,registro auditivo,2014,10,3,14,0,549,2280,11.23152709,203,9,20.5,99.5935,0.66,962,282045,8562821,-71.00945579,-12.99261871
LC,2,10/3/2014,8,40,250,,20:10:00,20:50:00,20:40:00,963,19L,Craugastoridae,Pristimantis,pluvialis,,,cantando,,,,,,,registro auditivo,2014,10,3,14,0,549,2280,11.23152709,203,9,20.5,99.5935,0.66,962,282045,8562821,-71.00945579,-12.99261871
LC,2,10/3/2014,8,68,50,3,21:50:00,22:30:00,22:11:00,1005,19L,Bufonidae,Rhinella,tacana,70,sobre hoja de helecho,alerta,0.79,21.4,,,2Bd101,,,2014,10,3,14,0,549,2280,11.23152709,203,9,20.5,93.669,0.66,998.5,282335,8562866,-71.00678,-12.9922327
LC,2,10/3/2014,8,68,50,,21:50:00,22:30:00,22:25:00,,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.26,11.8,,camara juancarlos,2Bd102,154390,,2014,10,3,14,0,549,2280,11.23152709,203,9,20.5,93.669,0.66,998.5,282335,8562866,-71.00678,-12.9922327
LC,2,10/3/2014,8,67,50,,22:46:00,23:26:00,23:15:00,1009,19L,Craugastoridae,Pristimantis,sp inglenaranja,90,sobre hoja,atento,1.7,25.7,,897-936,2Bd105,154391,,2014,10,3,14,0,549,2280,11.23152709,203,9,20.5,93.669,0.66,1000.75,282304,8562809,-71.00706983,-12.99274561
LC,2,10/3/2014,8,67,50,3,22:46:00,23:26:00,22:52:00,1011,19L,Craugastoridae,Pristimantis,danae,0,en hojarasca,saltando,1.11,26,,,2Bd103,,,2014,10,3,14,0,549,2280,11.23152709,203,9,20.5,93.669,0.66,1000.75,282304,8562809,-71.00706983,-12.99274561
LC,2,10/3/2014,8,67,50,,22:46:00,23:26:00,22:49:00,,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.23,11.4,,937-945,2Bd106,154392,,2014,10,3,14,0,549,2280,11.23152709,203,9,20.5,93.669,0.66,1000.75,282304,8562809,-71.00706983,-12.99274561
LC,2,10/4/2014,9,6,1000,3,18:55:00,19:35:00,19:10:00,824,19L,Craugastoridae,Pristimantis,aff altamazonica,80,sobre hoja,alerta,0.38,15.6,,,2Bd107,,,2014,10,4,15,2,641,2280,11.8134715,193,0,19.5,93.609,0.76,825.75,281507,8563404,-71.0143713,-12.98731168
LC,2,10/4/2014,9,6,1000,,18:55:00,19:35:00,19:27:00,827,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.18,11.2,,,2Bd108,,,2014,10,4,15,2,641,2280,11.8134715,193,0,19.5,93.609,0.76,825.75,281507,8563404,-71.0143713,-12.98731168
